Time,TS,pvalue,stars
1973-1980,1.2623002275959245,0.9736957677506727,
1981-1990,0.8502234250168822,0.9906589302573594,
1991-2000,4.763418562655788,0.5744947190131254,
2001-2008,3.153328347591566,0.7893711241743029,
