Time,TS,pvalue,stars
1973-1980,2.777938072364791,0.8361571896410842,
1981-1990,4.069204250995606,0.6673115656662436,
1991-2000,5.961230105889643,0.4275471206383615,
2001-2008,3.9755326734316845,0.679987667329892,
