Time,TS,pvalue,stars
1973-1980,1.47638607830734,0.9610476899938473,
1981-1990,0.9710366961070682,0.9866864578656549,
1991-2000,2.4028132704156624,0.8791819131750521,
2001-2008,2.803478101227662,0.83307731397606,
