Time,TS,pvalue,stars
1973-1980,1.0129816807160514,0.9851154156117748,
1981-1990,0.778805823199249,0.992629937160836,
1991-2000,0.9091156664095721,0.9888241053996085,
2001-2008,1.2564573040238705,0.9740043367441749,
